t_resa	cat	orig	dest	anticipe	urgente	t_avl	t_due	vol	fare	decision
50	P	3	2	1	0	53	61	4	2	0
50	R	1	3	0	1	56	65	4	2	0
50	P	0	3	0	0	58	74	1	1	0
51	F	1	2	0	1	63	67	5	2	0
51	P	3	1	0	0	64	78	2	1	0
51	P	3	0	0	0	58	84	4	1	1
51	F	2	3	0	1	67	72	4	2	0
51	F	2	3	1	1	52	55	1	4	0
51	R	3	1	1	0	52	65	1	2	0
51	R	0	3	0	1	71	85	2	2	0
51	R	1	3	1	0	54	66	1	2	0
51	F	2	3	0	1	71	75	1	2	0
51	F	2	1	0	1	69	71	3	2	0
52	R	0	2	1	1	56	64	3	4	0
52	F	0	1	0	1	69	71	2	2	0
52	F	2	0	1	1	56	62	5	4	0
53	F	1	3	1	0	57	72	5	2	0
53	R	1	0	0	1	60	64	4	2	0
53	F	1	0	1	1	56	60	2	4	0
53	R	1	0	1	1	55	57	3	4	0
53	P	2	3	1	1	58	63	2	4	1
53	F	2	0	0	1	71	81	3	2	0
53	F	0	2	1	0	57	74	4	2	1
53	F	2	0	0	0	63	81	2	1	0
53	P	2	0	1	1	55	60	2	4	0
53	R	2	1	0	1	69	73	3	2	0
53	P	1	3	0	0	72	89	3	1	1
53	P	0	2	1	1	54	63	5	4	0
53	P	2	3	1	0	54	60	5	2	0
54	P	3	1	0	0	65	85	2	1	1
54	P	3	0	1	0	59	79	1	2	0
54	R	1	3	1	0	55	75	5	2	0
54	P	3	1	1	1	58	61	5	4	0
54	R	3	0	0	1	73	78	2	2	0
54	F	1	0	0	1	71	74	2	2	0
54	F	1	0	1	0	55	63	1	2	0
54	P	3	0	1	0	58	82	4	2	0
54	R	2	1	0	0	62	69	3	1	0
54	R	2	0	0	1	73	77	2	2	0
54	F	1	0	1	0	56	66	5	2	0
55	P	3	0	0	0	75	100	4	1	1
55	F	2	3	1	1	57	59	5	4	0
55	R	0	2	0	0	67	87	2	1	1
55	F	1	3	1	1	58	63	5	4	0
55	R	1	0	0	1	63	65	4	2	0
55	P	2	1	1	0	60	69	5	2	0
55	P	2	3	0	0	68	74	4	1	0
55	F	3	1	1	1	58	63	3	4	0
55	R	1	2	1	1	56	58	2	4	0
55	F	0	1	1	0	57	67	5	2	0
55	F	0	1	1	0	59	65	2	2	0
55	F	2	3	0	1	63	68	1	2	0
56	F	3	0	1	1	57	69	5	4	0
56	F	3	0	1	1	60	73	3	4	0
56	F	3	2	0	0	71	77	3	1	0
56	F	3	2	0	0	70	80	4	1	1
56	P	1	3	1	1	57	65	1	4	0
56	R	1	2	1	1	60	64	2	4	0
56	F	1	0	1	1	60	63	5	4	0
56	F	1	2	0	0	76	82	5	1	0
56	P	3	0	1	0	57	73	4	2	0
56	R	1	3	1	0	57	77	2	2	1
56	F	2	1	0	1	72	75	3	2	0
56	F	2	3	1	0	58	64	3	2	1
57	P	3	0	0	0	72	97	4	1	1
57	R	1	3	1	0	59	70	5	2	0
57	R	1	3	1	0	60	80	2	2	1
57	F	0	3	0	1	63	74	3	2	0
57	P	3	1	1	1	62	71	5	4	0
57	F	3	1	0	0	64	83	2	1	1
57	R	2	0	1	0	60	71	1	2	0
57	F	2	3	1	1	60	63	1	4	1
57	R	1	0	1	1	60	63	3	4	0
57	F	0	1	1	0	59	68	5	2	0
57	P	2	3	1	1	59	61	2	4	0
57	F	0	3	1	1	60	72	3	4	0
57	P	0	2	1	1	59	69	1	4	0
58	F	1	3	0	1	74	83	2	2	0
58	F	1	2	0	0	69	78	2	1	1
58	F	3	0	0	0	67	91	3	1	1
58	R	0	2	0	0	78	89	2	1	1
58	P	3	1	0	0	66	83	2	1	1
58	R	2	3	1	0	63	73	3	2	0
58	P	3	0	0	0	64	94	4	1	1
58	F	0	1	1	1	59	63	3	4	0
58	R	1	2	0	1	75	78	2	2	0
58	P	0	1	1	0	59	69	1	2	0
58	P	3	2	1	1	62	64	4	4	0
58	R	0	1	0	0	69	77	2	1	1
58	F	0	1	1	0	59	67	2	2	0
58	R	0	1	1	1	61	65	4	4	0
58	F	3	2	1	0	62	72	1	2	1
58	P	0	2	1	1	59	68	5	4	0
58	R	1	2	0	0	69	77	4	1	1
59	P	2	0	0	1	67	76	3	2	0
59	R	3	2	0	0	79	89	2	1	0
59	F	2	0	1	0	61	73	4	2	0
59	F	0	3	0	1	69	79	1	2	1
59	R	3	1	1	0	61	75	1	2	0
59	F	3	1	1	1	63	71	1	4	0
59	F	1	0	1	0	64	70	5	2	1
60	P	1	2	1	0	64	71	1	2	0
60	P	0	3	0	1	79	83	3	2	0
60	F	2	0	1	0	61	74	1	2	0
60	F	0	1	0	1	80	82	2	2	0
60	P	3	2	1	0	62	72	4	2	1
60	R	1	3	1	0	65	84	1	2	1
60	F	1	3	1	0	65	81	4	2	1
60	R	2	1	0	0	68	76	3	1	0
60	P	0	3	0	0	77	106	1	1	1
60	R	2	0	1	0	65	83	4	2	1
60	P	3	2	0	0	66	75	1	1	0
61	R	1	3	1	1	66	74	5	4	0
61	R	0	3	1	1	64	70	2	4	0
61	R	1	3	1	1	62	69	4	4	0
61	P	2	3	1	0	65	74	3	2	0
61	F	2	3	1	1	62	67	5	4	0
61	R	0	3	0	0	79	102	5	1	1
61	F	2	0	0	1	67	75	3	2	0
61	R	3	0	0	0	81	107	4	1	1
61	F	2	3	0	1	74	76	4	2	1
61	R	1	3	1	0	64	75	2	2	0
61	P	0	2	1	1	63	66	3	4	0
61	R	2	1	1	0	66	76	4	2	0
61	P	2	0	1	1	64	71	2	4	0
61	F	2	0	1	1	62	68	5	4	0
61	R	2	1	0	1	77	80	3	2	0
61	F	2	3	0	1	68	71	1	2	0
61	R	1	3	1	0	63	74	2	2	0
62	P	2	1	1	0	64	70	5	2	0
62	P	0	1	1	1	64	66	3	4	0
62	F	0	1	0	0	81	90	4	1	1
62	F	3	1	0	1	73	76	3	2	0
62	R	0	2	1	1	66	76	3	4	1
62	R	0	1	0	0	73	83	1	1	0
62	F	2	0	0	0	74	88	2	1	1
62	F	1	0	1	0	66	74	1	2	1
62	P	0	3	0	1	72	77	5	2	0
62	P	1	3	0	0	72	84	3	1	1
62	F	1	0	1	1	63	67	4	4	0
63	P	3	1	0	0	73	87	2	1	1
63	P	3	0	1	0	64	94	1	2	1
63	P	2	3	0	0	77	83	4	1	0
63	F	2	1	0	1	83	86	3	2	0
63	F	3	1	1	1	67	75	3	4	0
63	R	2	1	0	0	82	92	2	1	0
63	P	2	1	1	0	64	71	5	2	0
63	P	0	2	0	1	81	85	4	2	0
63	P	0	1	1	0	66	72	4	2	1
64	R	0	2	1	1	66	76	3	4	0
64	F	0	2	0	1	70	78	2	2	0
64	F	3	1	1	1	65	73	1	4	0
64	F	1	3	1	1	69	79	5	4	0
64	F	3	1	1	0	65	85	5	2	1
64	F	3	2	1	1	66	68	3	4	0
64	F	0	3	0	1	79	83	1	2	0
64	F	0	2	1	1	69	79	3	4	0
64	F	3	0	0	0	77	106	1	1	1
64	F	3	1	0	1	73	79	5	2	0
64	F	2	0	0	1	84	88	3	2	0
64	R	1	3	0	1	78	82	4	2	0
64	R	2	1	1	1	66	71	1	4	0
64	R	0	2	1	0	65	82	4	2	0
64	F	3	0	1	0	66	96	2	2	1
65	R	3	1	1	0	68	86	5	2	1
65	F	1	3	1	0	68	81	5	2	0
65	R	1	3	1	1	69	77	3	4	0
65	F	3	0	1	0	66	84	2	2	1
65	P	3	1	1	0	70	90	3	2	1
65	R	1	2	1	1	69	74	2	4	0
65	F	1	3	0	1	78	82	3	2	0
65	P	1	2	0	1	83	86	3	2	0
65	R	0	3	0	1	78	82	2	2	0
65	P	0	3	0	0	78	101	3	1	1
66	F	3	1	1	1	70	74	3	4	0
66	F	2	3	0	0	74	83	1	1	1
66	P	2	1	0	1	76	81	3	2	0.333333
66	R	1	0	0	1	80	84	4	2	1
66	P	0	3	0	0	75	102	5	1	1
66	F	1	0	1	1	68	72	2	4	0
66	F	1	3	1	0	70	83	2	2	0
66	P	1	2	1	1	69	71	1	4	0
66	P	2	1	0	0	73	82	4	1	0
66	F	3	2	0	1	85	89	1	2	0
66	P	1	2	1	0	71	79	3	2	0
66	F	0	1	0	1	73	77	1	2	0
66	F	0	1	0	1	86	90	2	2	0
66	R	1	2	0	1	80	83	1	2	0
67	F	2	3	0	1	80	85	3	2	0
67	F	1	2	0	1	83	86	5	2	0
67	R	2	0	0	1	76	81	4	2	0
67	R	3	1	1	0	69	85	5	2	0
67	R	0	2	0	1	76	79	4	2	0
67	R	1	2	0	0	86	93	2	1	1
67	R	3	1	0	0	87	98	5	1	1
67	F	2	0	0	1	73	78	5	2	0
67	F	0	2	1	0	72	87	4	2	0
67	R	1	0	0	0	83	93	3	1	0
67	F	2	1	1	0	68	78	1	2	0
67	R	2	0	0	1	77	82	5	2	0
67	P	2	3	1	0	70	80	5	2	1
67	R	2	0	0	1	84	93	2	2	0
68	P	3	0	1	1	71	86	5	4	0
68	P	3	0	1	1	70	80	1	4	0
68	R	2	1	0	1	84	87	3	2	0
68	R	1	0	0	1	85	90	4	2	0
68	R	0	2	0	0	83	95	1	1	1
68	R	3	0	0	1	79	94	2	2	0
68	P	3	0	0	0	82	107	5	1	1
68	P	3	2	1	1	71	76	2	4	0
68	F	2	0	0	1	88	97	4	2	1
68	P	2	3	1	1	71	75	5	4	0
68	R	2	0	1	1	73	82	5	4	0
69	R	1	0	1	0	70	77	1	2	0
69	P	2	1	1	1	72	74	3	4	0
69	P	3	1	1	1	72	75	1	4	0
69	P	0	3	1	1	74	79	5	4	0
69	F	1	0	0	1	78	80	2	2	0
69	F	3	1	0	1	83	92	2	2	0
69	F	3	2	1	0	73	83	1	2	1
69	R	1	0	0	1	88	90	2	2	0
69	F	2	3	0	1	89	94	1	2	0
69	F	2	1	1	0	72	78	1	2	0
70	F	1	3	0	1	82	91	2	2	1
70	P	2	0	0	1	85	89	3	2	0
70	F	2	3	1	1	71	76	5	4	1
70	R	1	3	1	0	72	84	5	2	0
70	F	1	3	1	1	71	75	5	4	0
70	F	3	1	1	0	74	87	5	2	0
70	F	2	3	1	1	75	80	1	4	0
70	P	0	3	0	1	80	93	3	2	1
70	F	3	2	1	0	72	81	1	2	1
70	R	1	3	1	0	72	90	1	2	1
70	F	2	3	1	0	75	85	3	2	0
70	R	2	0	1	1	72	75	5	4	0
71	P	2	3	0	0	89	98	4	1	0
71	R	2	3	1	0	74	82	3	2	1
71	P	3	2	1	1	72	76	2	4	0
71	F	0	3	0	1	83	98	1	2	1
71	P	2	3	1	1	73	77	2	4	0
71	P	0	2	1	1	74	82	3	4	0
71	P	3	0	1	0	75	92	4	2	0
71	F	1	0	1	1	76	80	4	4	0
72	P	2	3	1	0	74	83	3	2	0
72	P	3	0	1	0	76	95	1	2	0
72	P	3	1	1	1	74	81	1	4	0
72	F	2	1	0	1	87	91	3	2	0
72	P	0	1	1	1	74	77	3	4	0
72	R	0	2	1	1	73	82	3	4	0
72	F	0	1	1	0	75	81	5	2	0
72	R	0	1	0	0	78	87	2	1	1
72	P	2	3	1	1	76	81	5	4	0
72	P	3	2	1	0	77	84	4	2	0.5
72	R	1	0	0	1	86	90	2	2	0
72	P	0	3	0	1	81	96	5	2	1
72	P	3	2	0	0	83	92	1	1	0
72	F	3	0	1	0	76	93	2	2	0
73	R	3	1	1	0	77	89	5	2	0
73	F	3	0	1	1	77	81	5	4	0
73	F	0	2	0	1	82	90	2	2	1
73	F	3	0	1	1	76	91	3	4	0
73	R	0	3	1	1	78	93	2	4	1
73	R	0	2	0	0	81	98	2	1	1
73	P	2	1	0	1	90	92	3	2	0
73	R	0	2	0	0	87	107	1	1	1
73	R	3	1	0	0	89	108	5	1	1
73	F	1	3	1	0	77	90	2	2	1
73	P	3	0	0	0	79	103	4	1	1
73	F	2	0	1	1	75	82	5	4	0
73	F	1	3	1	0	77	93	4	2	1
73	F	3	1	1	1	78	83	1	4	0
73	P	0	2	0	1	91	98	4	2	0
73	R	1	2	0	0	83	93	4	1	1
74	F	2	3	0	1	92	96	3	2	0
74	F	2	3	0	0	91	101	1	1	0
74	R	2	0	0	1	93	102	4	2	1
74	F	0	3	0	1	82	97	3	2	1
74	R	0	3	0	0	94	121	5	1	1
74	P	0	3	1	1	77	83	5	4	0
74	P	0	3	0	0	89	115	5	1	1
74	F	3	1	0	0	94	109	2	1	1
74	F	2	0	1	0	77	88	4	2	0
74	F	0	1	1	1	77	80	3	4	0
74	F	3	1	0	1	81	84	3	2	0
74	F	3	2	0	1	89	94	1	2	1
74	P	1	2	1	0	78	84	3	2	0
74	F	0	1	0	1	80	85	1	2	0
74	F	2	0	1	0	77	88	1	2	0
74	F	0	1	1	0	77	86	2	2	1
74	R	0	3	0	1	94	105	2	2	1
74	R	2	1	1	1	76	79	1	4	0
74	F	1	0	1	0	78	84	1	2	1
74	F	2	3	0	1	94	97	1	2	0
74	R	2	0	0	1	84	92	2	2	0
74	R	1	3	1	0	75	86	2	2	0
75	F	1	2	0	1	89	91	5	2	0
75	P	3	1	1	1	77	86	5	4	0
75	F	2	3	0	1	84	88	4	2	0
75	R	2	0	1	0	79	96	1	2	0
75	P	2	1	0	0	84	93	4	1	0
75	F	3	1	0	1	86	96	5	2	1
75	F	2	0	0	1	86	93	4	2	0
75	P	1	2	0	1	86	88	3	2	0.333333
75	R	1	2	0	1	84	88	1	2	0
75	R	0	2	1	0	78	95	4	2	0
76	R	0	2	1	1	77	85	3	4	0
76	F	3	1	1	1	77	80	3	4	0
76	F	1	0	0	1	93	98	2	2	1
76	P	1	2	1	1	81	86	1	4	0
76	F	3	1	1	1	78	85	3	4	0
76	R	2	1	0	0	83	93	2	1	0
76	F	2	0	0	1	88	91	3	2	0
76	F	1	0	1	1	79	82	5	4	0
76	R	2	1	0	1	89	93	3	2	0
76	P	1	3	0	0	87	104	3	1	1
76	F	1	0	1	0	79	87	5	2	1
77	F	3	0	0	0	94	116	3	1	1
77	R	3	1	1	0	81	96	5	2	1
77	P	2	1	1	0	79	85	5	2	0
77	P	3	2	1	1	81	86	4	4	0
77	F	2	3	0	1	94	97	1	2	0
78	R	1	3	1	1	81	87	5	4	0
78	P	3	0	1	1	79	88	1	4	0
78	P	3	0	0	0	93	110	4	1	0
78	R	1	3	1	1	80	83	4	4	0
78	R	3	2	0	0	96	106	2	1	0
78	F	0	1	0	0	84	91	4	1	1
78	R	1	2	1	1	83	87	2	4	0
78	F	1	2	0	0	85	92	5	1	0
78	P	2	3	1	0	83	93	5	2	1
78	P	0	3	0	0	87	103	1	1	0
78	P	0	1	1	0	82	88	4	2	0.75
79	P	3	1	0	0	94	114	2	1	1
79	F	3	2	0	0	93	99	3	1	0
79	R	1	0	0	1	88	90	4	2	0
79	P	1	2	1	0	81	91	1	2	0
79	P	3	1	1	0	83	100	3	2	1
79	R	1	2	0	1	92	96	2	2	0
79	R	0	1	1	1	82	86	4	4	0
79	F	2	1	1	0	80	89	1	2	0
79	R	2	0	0	1	97	100	5	2	0
79	R	2	1	0	0	87	94	3	1	0
79	F	3	2	1	0	82	90	1	2	0
79	F	2	1	1	0	83	90	1	2	0
80	F	1	2	0	0	89	99	2	1	0
80	P	2	1	1	1	85	87	3	4	0
80	F	2	0	0	1	95	105	3	2	0
80	R	3	0	0	1	90	105	2	2	1
80	R	3	0	0	0	96	114	4	1	1
80	F	1	3	0	1	86	95	3	2	0
80	R	1	0	1	1	83	85	3	4	0
80	F	0	2	1	0	81	92	4	2	0
80	R	1	3	0	1	86	89	4	2	0
81	R	1	3	1	1	83	92	3	4	0
81	R	1	0	1	0	85	95	1	2	0
81	R	1	0	0	1	94	99	4	2	1
81	F	3	2	1	1	82	86	3	4	0
81	F	3	2	0	0	88	98	4	1	1
81	F	1	0	1	1	83	85	2	4	0
81	R	1	3	1	0	86	106	2	2	1
81	R	3	1	1	0	84	102	1	2	1
81	F	0	3	1	1	84	88	3	4	0
81	F	0	1	0	1	94	96	2	2	0
81	P	0	2	1	1	84	88	1	4	0
81	P	2	1	1	0	84	93	5	2	0
81	R	1	3	1	0	84	101	2	2	0
81	F	2	1	0	1	99	102	3	2	0
82	P	3	0	1	1	86	95	5	4	0
82	R	2	1	0	1	88	92	3	2	0
82	R	1	3	1	0	86	100	2	2	0
82	F	3	0	1	0	83	101	2	2	1
82	R	1	2	1	1	85	88	2	4	0
82	P	0	1	1	0	86	94	1	2	0
82	F	0	1	0	1	102	107	2	2	0
82	R	0	1	0	0	97	103	1	1	1
82	P	0	2	1	1	83	88	5	4	0
82	R	2	0	1	0	87	102	4	2	0
82	P	0	3	0	0	96	120	3	1	1
83	F	1	3	1	0	84	102	5	2	0
83	F	3	1	1	1	86	93	1	4	0
83	P	3	1	0	0	102	117	2	1	1
83	R	0	2	0	1	89	92	4	2	0
83	R	1	2	0	0	102	111	2	1	0
83	F	0	3	0	1	91	100	1	2	0
83	P	3	0	0	0	103	130	5	1	1
83	F	3	1	0	1	101	110	2	2	1
83	P	1	3	1	1	86	96	1	4	0
83	F	0	2	1	1	84	94	3	4	0
83	F	2	0	0	1	90	96	5	2	0
83	F	3	0	0	0	101	120	1	1	1
83	R	2	1	1	0	88	94	4	2	0
83	F	2	0	0	0	103	120	2	1	1
83	P	2	0	1	1	86	92	2	4	0
83	R	1	0	0	0	93	99	3	1	1
84	F	2	3	0	1	103	108	3	2	0
84	F	3	1	1	1	85	91	1	4	0
84	F	1	3	1	1	88	96	5	4	0
84	F	0	3	0	1	101	110	1	2	0
84	P	0	3	0	0	94	122	5	1	1
84	P	2	1	1	0	87	95	5	2	0.2
84	P	1	3	1	1	85	95	1	4	0
84	F	3	0	0	0	103	132	1	1	1
84	F	3	1	0	1	97	106	5	2	0
84	R	2	1	0	0	95	102	2	1	0
84	F	0	1	0	1	94	99	2	2	0
84	F	1	2	0	0	103	113	5	1	0
84	R	1	0	0	0	100	107	3	1	0
84	F	2	1	1	0	85	94	1	2	0
84	R	2	0	0	1	98	108	2	2	0
85	R	0	2	1	1	87	91	3	4	0
85	F	3	2	1	1	88	93	3	4	1
85	R	3	0	0	1	99	107	2	2	0
85	R	3	0	0	0	101	129	4	1	1
85	P	3	0	0	0	94	123	4	1	1
85	F	0	1	1	1	86	88	3	4	0
85	F	3	1	0	1	105	110	3	2	1
85	F	1	3	0	1	100	103	3	2	0
85	F	0	1	1	0	86	94	2	2	0
85	F	2	0	0	0	91	110	2	1	0
85	R	0	1	1	1	90	94	4	4	0
86	P	3	1	0	0	99	112	2	1	1
86	P	3	0	0	0	102	122	4	1	1
86	R	1	3	1	1	91	97	3	4	0
86	P	2	3	1	0	90	98	3	2	0
86	R	1	3	1	0	88	102	5	2	0
86	R	0	2	0	0	98	109	1	1	1
86	P	3	0	0	0	103	122	5	1	1
86	P	1	2	0	1	98	102	3	2	1
86	F	2	0	0	1	101	106	3	2	0
86	F	0	3	1	1	88	95	3	4	0
86	F	0	1	0	1	105	107	2	2	0
86	P	0	2	1	1	88	97	3	4	0
86	R	0	1	0	0	100	108	1	1	0
86	F	2	1	0	1	101	106	3	2	0
86	F	2	3	1	0	91	100	3	2	0
86	F	2	3	0	1	103	106	1	2	0
87	R	3	1	1	0	88	108	5	2	0
87	F	3	1	1	0	92	103	5	2	0
87	F	1	0	1	1	88	90	2	4	0
87	F	3	1	0	1	103	112	2	2	1
87	F	0	3	0	1	95	101	1	2	0
87	F	2	0	1	0	88	99	1	2	0
87	R	0	3	0	1	103	110	2	2	0
87	P	3	2	1	0	91	97	4	2	0.25
87	P	0	3	0	0	97	117	1	1	1
88	R	1	3	1	1	92	98	5	4	0
88	F	3	0	1	1	90	102	3	4	0
88	F	1	2	0	1	95	99	5	2	0
88	F	3	2	0	0	95	105	3	1	0
88	P	2	1	0	1	106	109	3	2	1
88	F	1	3	1	0	91	105	2	2	1
88	P	1	2	1	0	89	95	1	2	0
88	P	2	1	0	0	96	103	4	1	0
88	P	3	2	1	1	89	93	4	4	0
88	F	3	2	0	1	101	103	1	2	0
88	F	0	1	1	0	93	101	5	2	1
88	R	0	1	0	0	108	115	2	1	1
88	F	3	2	1	0	89	97	1	2	0
88	F	1	0	1	0	91	100	1	2	1
88	F	1	3	1	0	92	106	4	2	1
88	P	0	2	1	1	91	95	5	4	0
89	P	3	0	1	1	91	99	5	4	0
89	R	1	3	1	0	91	108	2	2	1
89	R	0	2	0	0	106	123	2	1	1
89	P	3	1	1	1	91	96	1	4	0
89	P	2	3	0	0	109	118	4	1	1
89	F	2	3	0	1	107	110	4	2	0
89	R	0	2	1	1	91	100	3	4	0
89	R	2	1	1	0	92	100	4	2	0
89	P	2	0	1	1	91	99	2	4	0
89	P	0	3	0	1	99	106	5	2	0
90	F	0	2	0	1	109	114	2	2	0
90	F	1	3	0	1	98	105	2	2	1
90	F	2	3	1	1	94	96	5	4	0
90	F	0	3	0	1	101	116	3	2	0
90	F	2	0	0	1	99	103	3	2	0
90	F	1	0	0	1	109	114	2	2	1
90	P	1	2	1	1	94	96	1	4	0
90	R	1	2	0	1	105	108	2	2	0
90	P	0	1	1	0	95	102	1	2	1
90	R	1	2	1	1	92	96	2	4	0
90	F	2	0	1	1	92	96	5	4	0
90	F	1	0	1	1	94	96	4	4	0
90	R	1	3	1	0	94	106	2	2	1
91	R	0	3	1	1	94	106	2	4	1
91	F	1	2	0	0	100	108	2	1	1
91	R	1	0	1	0	95	105	1	2	1
91	R	1	0	0	1	106	109	4	2	0
91	R	2	0	0	1	105	115	4	2	0
91	R	3	1	1	0	94	113	5	2	0
91	R	0	2	0	1	104	109	4	2	0
91	F	3	2	0	0	103	111	4	1	1
91	R	1	0	0	1	101	105	4	2	0
91	R	2	3	1	0	93	103	3	2	0
91	F	0	2	1	0	92	104	4	2	1
91	R	2	1	1	1	92	97	1	4	0
91	P	2	1	1	0	96	106	5	2	0
91	P	1	3	0	0	101	119	3	1	1
91	P	0	2	0	1	101	110	4	2	0
91	F	1	0	1	0	95	104	5	2	1
92	F	3	0	0	0	110	131	3	1	1
92	P	3	0	1	0	94	112	1	2	0
92	R	1	2	0	0	107	114	2	1	0
92	F	3	1	0	0	105	118	2	1	0
92	F	3	1	1	1	96	104	3	4	0
92	R	1	0	1	1	97	102	3	4	0
92	F	1	0	1	1	93	98	5	4	1
92	P	3	0	1	0	94	117	4	2	0
92	F	3	1	1	1	96	102	1	4	0
92	R	2	0	1	1	95	101	5	4	0
92	P	0	1	1	0	96	103	4	2	1
92	F	3	0	1	0	97	116	2	2	0
93	F	3	1	1	1	94	97	3	4	0
93	P	3	0	1	1	97	111	1	4	0
93	R	1	3	1	1	94	104	4	4	1
93	P	3	1	1	1	96	99	5	4	0
93	P	0	3	1	1	97	108	5	4	0.4
93	F	2	0	1	0	95	109	4	2	0
93	P	0	1	1	1	96	99	3	4	0
93	R	1	3	1	0	94	108	2	2	0
93	F	2	0	0	1	105	113	4	2	0
93	F	0	1	0	1	111	115	1	2	1
93	P	0	2	1	1	94	98	1	4	0
93	R	2	1	0	1	105	107	3	2	0
93	R	2	0	1	0	97	114	4	2	0
93	P	0	3	0	0	106	133	3	1	1
93	P	3	2	0	0	113	121	1	1	1
93	R	1	2	0	0	111	118	4	1	1
94	R	2	1	0	1	103	108	3	2	0
94	P	3	1	0	0	112	130	2	1	1
94	P	3	2	1	1	97	100	2	4	0
94	P	0	3	0	1	106	120	3	2	1
94	R	1	2	0	1	101	105	1	2	0
94	F	2	3	0	1	112	115	1	2	0
94	R	1	3	1	0	97	113	2	2	0
94	F	2	1	1	0	98	107	1	2	0
95	R	0	3	0	0	115	133	5	1	1
95	F	3	0	1	0	100	129	2	2	1
95	R	2	0	1	0	100	111	1	2	0
95	R	1	0	0	1	115	120	2	2	0
95	R	1	3	1	0	96	115	1	2	0
95	R	2	1	0	0	102	108	3	1	0
95	F	3	2	1	0	99	106	1	2	0
95	R	0	2	1	0	96	107	4	2	0
96	F	3	0	1	1	98	109	5	4	0
96	F	1	3	1	0	97	109	5	2	0
96	P	2	1	1	1	99	101	3	4	0
96	R	3	2	0	0	108	118	2	1	0
96	F	2	1	0	1	112	116	3	2	0
96	P	3	1	1	0	99	114	3	2	0
96	F	2	0	0	1	108	113	5	2	0
96	P	1	2	1	0	99	108	3	2	0
96	R	3	1	1	0	98	112	1	2	0
96	P	2	3	1	1	97	101	2	4	0
96	R	1	3	0	1	109	119	4	2	1
96	R	2	0	0	1	116	121	5	2	0
97	F	2	3	0	0	110	116	1	1	0
97	P	2	0	0	1	107	114	3	2	0
97	R	3	1	0	0	107	123	5	1	1
97	F	0	1	0	0	106	116	4	1	1
97	F	2	3	1	1	98	102	1	4	0
97	R	1	2	1	1	99	102	2	4	0
97	F	0	2	1	1	100	108	3	4	0
97	P	2	3	1	1	98	101	5	4	0
97	P	2	3	1	0	101	109	5	2	1
98	R	0	2	1	1	103	111	3	4	0
98	R	0	3	1	1	102	114	2	4	0
98	R	1	0	1	0	103	110	1	2	0
98	F	3	2	1	1	102	105	3	4	0
98	P	3	2	1	1	103	105	2	4	0
98	P	1	2	1	1	102	106	1	4	0
98	F	3	0	0	0	117	143	1	1	1
98	P	0	3	0	1	112	124	3	2	1
98	F	2	0	0	1	116	125	3	2	1
98	R	2	1	1	0	100	108	4	2	0
98	R	1	0	0	0	104	112	3	1	1
98	F	2	1	1	0	100	108	1	2	0
98	F	3	1	1	1	101	109	1	4	0
99	R	3	1	1	0	101	119	5	2	0
99	P	3	0	1	1	101	112	5	4	0
99	R	2	0	0	1	105	109	4	2	0
99	R	1	3	1	0	103	121	2	2	1
99	R	3	1	1	0	103	123	5	2	1
99	F	0	3	0	1	110	122	1	2	1
99	R	3	1	1	0	104	116	1	2	0
99	F	0	3	1	1	101	113	3	4	0
99	R	0	1	0	0	113	123	1	1	0
99	P	2	1	1	0	102	109	5	2	0
99	R	2	0	0	1	118	128	2	2	1
